,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
15255,ENSMUSG00000095477.1,11,10,8,17
15256,ENSMUSG00000106812.1,0,0,0,1
15257,ENSMUSG00000093041.1,1,0,0,0
15258,ENSMUSG00000082365.2,0,0,0,0
15259,ENSMUSG00000018076.12,7080,6492,8733,10688
15260,ENSMUSG00000106912.1,0,0,0,0
15261,ENSMUSG00000107286.1,0,0,2,1
15262,ENSMUSG00000106798.1,0,0,0,1
15263,ENSMUSG00000107116.1,1,2,3,1
15264,ENSMUSG00000107115.1,1,1,1,4
15265,ENSMUSG00000107364.1,1,2,1,2
15266,ENSMUSG00000106708.1,0,0,0,0
15267,ENSMUSG00000106745.1,0,0,0,0
15268,ENSMUSG00000107144.1,0,0,0,0
15269,ENSMUSG00000107371.1,0,0,0,0
15270,ENSMUSG00000100573.1,0,0,0,0
15271,ENSMUSG00000107334.1,0,1,0,1
15272,ENSMUSG00000084548.1,0,0,0,0
15273,ENSMUSG00000106938.1,0,0,0,0
15274,ENSMUSG00000087516.7,13,12,7,20
15275,ENSMUSG00000106991.1,0,0,0,0
15276,ENSMUSG00000085708.1,0,0,0,0
15277,ENSMUSG00000085345.1,0,0,0,0
15278,ENSMUSG00000018604.18,39,53,53,64
15279,ENSMUSG00000086847.1,0,0,0,0
15280,ENSMUSG00000107053.1,0,0,0,0
15281,ENSMUSG00000106795.1,0,0,0,0
15282,ENSMUSG00000018263.11,1,0,1,0
15283,ENSMUSG00000107084.1,0,0,0,0
15284,ENSMUSG00000107063.1,0,0,0,0
15285,ENSMUSG00000064617.1,0,0,0,0
15286,ENSMUSG00000029594.12,519,657,946,1097
15287,ENSMUSG00000097368.2,2,4,4,3
15288,ENSMUSG00000106915.1,8,2,8,7
15289,ENSMUSG00000080412.1,0,0,0,0
15290,ENSMUSG00000107141.1,0,2,0,0
15291,ENSMUSG00000098649.2,13,13,10,7
15292,ENSMUSG00000029595.9,79,136,115,118
15293,ENSMUSG00000029596.13,2,13,14,14
15294,ENSMUSG00000029597.14,25,22,12,20
15295,ENSMUSG00000086165.1,1,8,3,6
15296,ENSMUSG00000029598.12,782,969,1096,1312
15297,ENSMUSG00000032754.14,26,68,110,98
15298,ENSMUSG00000032741.9,1317,1770,2026,2128
15299,ENSMUSG00000106825.1,28,41,64,60
15300,ENSMUSG00000029601.13,26,46,45,56
15301,ENSMUSG00000029600.10,356,492,484,693
15302,ENSMUSG00000029599.13,1610,1873,2577,3249
15303,ENSMUSG00000107191.1,0,0,0,2
15304,ENSMUSG00000094282.1,3,4,6,6
15305,ENSMUSG00000107004.1,0,0,0,0
15306,ENSMUSG00000089830.1,0,1,0,0
15307,ENSMUSG00000029602.11,22,124,8,37
15308,ENSMUSG00000029603.15,4642,5019,5154,7754
15309,ENSMUSG00000032690.16,0,16,45,13
15310,ENSMUSG00000107075.1,0,0,0,0
15311,ENSMUSG00000032661.9,1,6,9,5
15312,ENSMUSG00000107179.1,0,0,0,0
15313,ENSMUSG00000066867.8,0,0,0,0
15314,ENSMUSG00000001166.17,15,12,37,32
15315,ENSMUSG00000029605.16,10,16,29,24
15316,ENSMUSG00000053765.4,0,0,1,1
15317,ENSMUSG00000092939.1,0,0,0,0
15318,ENSMUSG00000001168.16,0,0,0,1
15319,ENSMUSG00000066861.14,0,0,12,3
15320,ENSMUSG00000052776.10,1,3,27,22
15321,ENSMUSG00000032623.9,0,0,0,0
15322,ENSMUSG00000029608.10,1725,2331,2206,4993
15323,ENSMUSG00000106841.1,13,26,24,33
15324,ENSMUSG00000043733.14,4948,6000,9158,10461
15325,ENSMUSG00000106940.1,7,4,15,7
15326,ENSMUSG00000029614.13,10454,11852,18811,23763
15327,ENSMUSG00000064841.1,0,0,0,0
15328,ENSMUSG00000042744.16,13791,15873,17703,23634
15329,ENSMUSG00000077347.1,1,0,2,0
15330,ENSMUSG00000042726.14,3519,3714,4521,5705
15331,ENSMUSG00000104985.1,6,2,7,9
15332,ENSMUSG00000106209.1,16,28,37,48
15333,ENSMUSG00000042719.17,2049,2406,3061,3885
15334,ENSMUSG00000106115.1,7,9,8,8
15335,ENSMUSG00000029616.9,2060,2508,3104,4285
15336,ENSMUSG00000029452.18,74,82,104,128
15337,ENSMUSG00000082760.2,1,0,4,1
15338,ENSMUSG00000062438.4,0,4,5,5
15339,ENSMUSG00000104999.1,2,3,2,0
15340,ENSMUSG00000072647.5,360,416,415,650
15341,ENSMUSG00000105340.4,150,141,178,267
15342,ENSMUSG00000029454.15,102,107,177,164
15343,ENSMUSG00000082265.1,6,9,11,9
15344,ENSMUSG00000029455.14,1397,2298,1723,2816
15345,ENSMUSG00000106590.1,6,14,6,21
15346,ENSMUSG00000042647.13,27,35,56,53
15347,ENSMUSG00000029456.12,32,61,89,101
15348,ENSMUSG00000029458.14,2017,2027,3224,3871
15349,ENSMUSG00000042605.15,3571,3925,5304,5654
15350,ENSMUSG00000106110.1,1,8,9,4
15351,ENSMUSG00000089729.1,0,1,2,0
15352,ENSMUSG00000105179.1,2,5,5,1
15353,ENSMUSG00000042594.16,371,517,676,726
15354,ENSMUSG00000099063.1,0,1,2,2
15355,ENSMUSG00000104872.1,3,3,5,2
15356,ENSMUSG00000104719.1,17,10,17,17
15357,ENSMUSG00000044134.9,1292,1302,1923,2433
15358,ENSMUSG00000042589.18,7690,7310,9193,12449
15359,ENSMUSG00000105795.1,1,0,1,0
15360,ENSMUSG00000087386.1,6,4,11,4
15361,ENSMUSG00000013936.12,0,3,5,3
15362,ENSMUSG00000043036.13,0,5,0,8
15363,ENSMUSG00000004455.16,3278,3593,6574,6369
15364,ENSMUSG00000105742.1,95,84,253,180
15365,ENSMUSG00000064267.13,4,6,34,18
15366,ENSMUSG00000038593.18,398,389,832,981
15367,ENSMUSG00000082645.3,0,0,0,0
15368,ENSMUSG00000038582.15,562,718,766,1053
15369,ENSMUSG00000083909.1,1,3,3,1
15370,ENSMUSG00000038569.13,290,376,423,451
15371,ENSMUSG00000029462.18,1797,2393,2628,3613
15372,ENSMUSG00000029463.5,582,591,893,1120
15373,ENSMUSG00000029464.10,446,504,717,790
15374,ENSMUSG00000104916.1,4,2,4,2
15375,ENSMUSG00000029465.14,3266,4128,5100,7247
15376,ENSMUSG00000105895.1,67,82,68,99
15377,ENSMUSG00000029466.11,1667,1940,2863,3321
15378,ENSMUSG00000079906.2,12,11,26,22
15379,ENSMUSG00000029467.15,12300,14340,15719,21293
15380,ENSMUSG00000105434.1,13,7,37,17
15381,ENSMUSG00000105970.1,3,1,15,9
15382,ENSMUSG00000106375.1,2,2,13,5
15383,ENSMUSG00000088583.1,0,0,3,8
15384,ENSMUSG00000029469.14,1545,1764,2257,2670
15385,ENSMUSG00000105815.1,0,0,0,1
15386,ENSMUSG00000105430.1,1,0,1,0
15387,ENSMUSG00000029468.17,38,102,146,147
15388,ENSMUSG00000099324.1,0,0,0,0
15389,ENSMUSG00000059352.5,0,0,0,0
15390,ENSMUSG00000029470.15,155,170,282,327
15391,ENSMUSG00000029471.13,4053,4898,5095,6596
15392,ENSMUSG00000105613.1,7,7,14,14
15393,ENSMUSG00000029472.13,13775,15910,19459,24125
15394,ENSMUSG00000029474.7,1177,1332,2128,2365
15395,ENSMUSG00000029475.17,4924,5184,7019,8619
15396,ENSMUSG00000105979.1,1,3,2,0
15397,ENSMUSG00000105311.1,0,0,0,0
15398,ENSMUSG00000056735.5,227,204,816,527
15399,ENSMUSG00000106555.4,0,0,1,0
15400,ENSMUSG00000049686.14,154,215,284,317
15401,ENSMUSG00000029477.14,3,5,6,4
15402,ENSMUSG00000105107.1,7,16,34,23
15403,ENSMUSG00000097213.1,0,0,2,0
15404,ENSMUSG00000080836.1,7,8,13,23
15405,ENSMUSG00000054434.14,382,414,500,558
15406,ENSMUSG00000029449.11,681,913,528,1026
15407,ENSMUSG00000104951.1,54,59,61,102
15408,ENSMUSG00000090086.7,1556,1279,1992,1945
15409,ENSMUSG00000104156.2,469,368,601,587
15410,ENSMUSG00000105881.1,438,378,653,519
15411,ENSMUSG00000038384.16,3630,3513,5444,5886
15412,ENSMUSG00000029440.15,832,939,1366,1690
15413,ENSMUSG00000029445.13,0,0,0,0
15414,ENSMUSG00000104606.1,0,0,0,0
15415,ENSMUSG00000029442.18,77,68,100,146
15416,ENSMUSG00000094664.1,1,0,0,0
15417,ENSMUSG00000087063.1,18,3,40,44
15418,ENSMUSG00000087336.2,21,15,34,39
15419,ENSMUSG00000029438.9,7235,7538,14172,15082
15420,ENSMUSG00000065191.1,43,38,114,106
15421,ENSMUSG00000104830.1,109,56,196,135
15422,ENSMUSG00000086700.2,0,1,4,1
15423,ENSMUSG00000038342.15,3279,3237,4370,4714
15424,ENSMUSG00000106254.1,0,1,1,2
15425,ENSMUSG00000104940.1,0,0,0,0
15426,ENSMUSG00000106636.1,1,5,5,5
15427,ENSMUSG00000082532.1,1,2,3,3
15428,ENSMUSG00000029437.12,0,0,0,0
15429,ENSMUSG00000063409.12,1,3,1,1
15430,ENSMUSG00000086753.1,157,157,230,246
15431,ENSMUSG00000029433.14,1004,1197,1986,2091
15432,ENSMUSG00000029431.5,0,0,0,0
15433,ENSMUSG00000089389.1,7,13,13,19
15434,ENSMUSG00000098951.1,5,2,3,5
15435,ENSMUSG00000029434.12,2701,3474,4457,5748
15436,ENSMUSG00000104704.1,11,18,24,30
15437,ENSMUSG00000049550.17,6207,6694,8645,10689
15438,ENSMUSG00000084552.1,1,1,3,7
15439,ENSMUSG00000104877.1,7,1,3,7
15440,ENSMUSG00000104694.1,4,1,5,9
15441,ENSMUSG00000029427.11,2233,2250,3414,3971
15442,ENSMUSG00000029422.14,4369,4967,8565,8832
15443,ENSMUSG00000029414.11,350,295,1816,864
15444,ENSMUSG00000045502.6,0,0,1,0
15445,ENSMUSG00000049241.5,2,40,2,6
15446,ENSMUSG00000023106.15,1433,1748,2585,2977
15447,ENSMUSG00000105875.1,1,1,11,4
15448,ENSMUSG00000061882.12,102,119,239,231
15449,ENSMUSG00000000915.15,2560,2733,3912,4607
15450,ENSMUSG00000098454.1,0,0,0,0
15451,ENSMUSG00000066278.6,833,940,1817,1785
15452,ENSMUSG00000102725.2,0,0,0,0
15453,ENSMUSG00000106261.1,1,0,0,4
15454,ENSMUSG00000104818.1,0,2,1,0
15455,ENSMUSG00000029408.13,132,188,241,313
15456,ENSMUSG00000085433.2,47,66,102,96
15457,ENSMUSG00000023707.13,635,702,786,1085
15458,ENSMUSG00000029404.15,640,717,1088,1248
15459,ENSMUSG00000029406.15,5130,4460,6071,7716
15460,ENSMUSG00000089842.2,1,2,2,5
15461,ENSMUSG00000090220.1,0,1,0,1
15462,ENSMUSG00000105759.1,1,0,0,0
15463,ENSMUSG00000038126.17,1547,1412,3404,2989
15464,ENSMUSG00000087784.1,2,3,4,6
15465,ENSMUSG00000105382.1,94,70,243,174
15466,ENSMUSG00000105228.1,0,2,5,3
15467,ENSMUSG00000047635.6,277,327,771,740
15468,ENSMUSG00000029394.11,1801,1154,5458,5109
15469,ENSMUSG00000038095.15,4370,4882,7544,8152
15470,ENSMUSG00000103864.1,8,8,10,11
15471,ENSMUSG00000099144.1,0,0,0,0
15472,ENSMUSG00000049327.17,2089,2248,3570,3990
15473,ENSMUSG00000029401.8,308,395,460,582
15474,ENSMUSG00000082402.1,0,0,1,1
15475,ENSMUSG00000029402.8,398,460,767,886
15476,ENSMUSG00000029392.12,350,436,694,726
15477,ENSMUSG00000106662.1,3,13,14,7
15478,ENSMUSG00000029390.13,943,1162,1719,1908
15479,ENSMUSG00000029389.17,1207,1131,1852,2132
15480,ENSMUSG00000029388.14,924,927,1474,1884
15481,ENSMUSG00000029387.10,880,1014,1610,1705
15482,ENSMUSG00000029386.15,356,459,477,552
15483,ENSMUSG00000038023.12,1366,1512,2160,2513
15484,ENSMUSG00000088650.1,4,0,2,1
15485,ENSMUSG00000106082.4,0,0,0,0
15486,ENSMUSG00000038011.15,72,87,90,108
15487,ENSMUSG00000105583.1,0,0,0,1
15488,ENSMUSG00000037979.13,611,683,861,1180
15489,ENSMUSG00000079215.8,3910,4466,9490,7921
15490,ENSMUSG00000037962.7,23,48,30,47
15491,ENSMUSG00000029478.16,4520,4369,9147,9428
15492,ENSMUSG00000105604.1,0,0,0,0
15493,ENSMUSG00000106663.1,0,0,1,0
15494,ENSMUSG00000105039.1,0,0,0,3
15495,ENSMUSG00000037936.15,796,1028,1156,1761
15496,ENSMUSG00000106458.1,3,0,2,8
15497,ENSMUSG00000104932.1,0,0,0,0
15498,ENSMUSG00000008348.9,1099,1304,1797,2461
15499,ENSMUSG00000072612.2,4,0,7,15
15500,ENSMUSG00000029480.13,1191,1256,1693,2028
15501,ENSMUSG00000106271.1,0,0,0,0
15502,ENSMUSG00000037905.13,3320,3942,4695,6172
15503,ENSMUSG00000104793.1,1,4,4,3
15504,ENSMUSG00000029482.4,3009,3991,3531,5408
15505,ENSMUSG00000098350.1,0,0,0,0
15506,ENSMUSG00000070498.3,2781,2379,5871,5404
15507,ENSMUSG00000091970.3,1,0,1,0
15508,ENSMUSG00000105274.1,0,1,1,1
15509,ENSMUSG00000106378.1,0,0,0,0
15510,ENSMUSG00000105593.4,0,0,0,0
15511,ENSMUSG00000105189.1,1,0,2,0
15512,ENSMUSG00000094875.1,0,0,0,0
15513,ENSMUSG00000104175.1,0,0,0,0
15514,ENSMUSG00000104825.1,0,0,0,0
15515,ENSMUSG00000084551.1,0,0,0,0
15516,ENSMUSG00000105673.1,0,0,0,0
15517,ENSMUSG00000106235.1,0,0,0,0
15518,ENSMUSG00000105316.1,0,0,0,0
15519,ENSMUSG00000106644.1,0,0,0,0
15520,ENSMUSG00000105782.1,0,0,0,0
15521,ENSMUSG00000105490.1,0,0,0,0
15522,ENSMUSG00000105575.1,0,0,0,0
15523,ENSMUSG00000105308.4,0,0,0,0
15524,ENSMUSG00000104778.1,0,0,0,0
15525,ENSMUSG00000034324.16,295,334,169,396
15526,ENSMUSG00000087104.7,0,1,0,0
15527,ENSMUSG00000104971.1,0,0,0,0
15528,ENSMUSG00000106015.1,8,5,11,21
15529,ENSMUSG00000029416.17,525,633,931,1067
15530,ENSMUSG00000105362.1,0,2,0,2
15531,ENSMUSG00000049971.17,270,305,498,711
15532,ENSMUSG00000034310.8,152,73,303,554
15533,ENSMUSG00000061331.5,0,0,0,1
15534,ENSMUSG00000085328.2,0,0,1,0
15535,ENSMUSG00000104581.1,0,0,0,0
15536,ENSMUSG00000105772.1,0,0,0,0
15537,ENSMUSG00000105857.1,2,0,0,0
15538,ENSMUSG00000106275.1,0,0,0,0
15539,ENSMUSG00000104727.1,0,0,0,0
15540,ENSMUSG00000104980.1,0,0,0,0
15541,ENSMUSG00000105172.1,0,0,0,0
15542,ENSMUSG00000072591.10,9,31,15,18
15543,ENSMUSG00000105059.1,0,8,0,6
15544,ENSMUSG00000081683.5,13,71,14,39
15545,ENSMUSG00000029423.10,6,1,28,15
15546,ENSMUSG00000105483.1,0,0,0,0
15547,ENSMUSG00000029420.12,2709,2071,2724,5354
15548,ENSMUSG00000105271.1,7,7,13,15
15549,ENSMUSG00000106522.1,0,1,1,1
15550,ENSMUSG00000029428.13,849,996,1239,1373
15551,ENSMUSG00000029430.13,5085,6257,11065,11027
15552,ENSMUSG00000044017.16,24,23,39,85
15553,ENSMUSG00000060419.8,40,62,83,95
15554,ENSMUSG00000104681.1,0,0,0,0
15555,ENSMUSG00000104873.1,7,7,6,1
15556,ENSMUSG00000029439.14,6399,6810,9232,10227
15557,ENSMUSG00000104814.1,484,412,551,667
15558,ENSMUSG00000029436.9,3226,2432,4655,7593
15559,ENSMUSG00000057244.6,4,3,6,1
15560,ENSMUSG00000051034.7,457,416,802,859
15561,ENSMUSG00000034219.15,0,0,1,1
15562,ENSMUSG00000034211.14,1811,1999,2961,3483
15563,ENSMUSG00000029432.12,1003,1089,2103,2454
15564,ENSMUSG00000086916.2,7,8,21,12
15565,ENSMUSG00000029446.14,207,328,582,450
15566,ENSMUSG00000029447.11,7918,10198,13788,16869
15567,ENSMUSG00000065304.1,6,4,11,8
15568,ENSMUSG00000093413.1,0,0,0,0
15569,ENSMUSG00000025538.15,388,566,594,674
15570,ENSMUSG00000025537.12,44,56,59,60
15571,ENSMUSG00000106840.1,0,0,0,0
15572,ENSMUSG00000070493.3,2448,2900,4729,5198
15573,ENSMUSG00000034173.13,650,646,880,1310
15574,ENSMUSG00000095789.6,13,20,38,38
15575,ENSMUSG00000066735.8,1838,2411,3005,3630
15576,ENSMUSG00000107118.1,17,12,49,25
15577,ENSMUSG00000106757.1,18,6,58,29
15578,ENSMUSG00000025534.17,192,443,541,513
15579,ENSMUSG00000025533.15,242,391,456,398
15580,ENSMUSG00000025532.13,857,1184,1568,2020
15581,ENSMUSG00000034118.15,804,1030,1200,1542
15582,ENSMUSG00000107216.1,22,22,29,31
15583,ENSMUSG00000034110.8,559,695,703,1021
15584,ENSMUSG00000025340.14,897,1030,1139,1569
15585,ENSMUSG00000080893.1,180,235,358,420
15586,ENSMUSG00000094092.1,4,3,8,8
15587,ENSMUSG00000053094.15,985,1189,1544,2027
15588,ENSMUSG00000107143.1,27,30,20,31
15589,ENSMUSG00000106751.1,7,11,18,17
15590,ENSMUSG00000025337.10,793,938,1460,1541
15591,ENSMUSG00000056310.14,760,768,1207,1471
15592,ENSMUSG00000060371.12,3838,7121,2505,4673
15593,ENSMUSG00000052014.6,0,0,0,0
15594,ENSMUSG00000106849.1,0,1,0,0
15595,ENSMUSG00000088972.2,0,0,0,0
15596,ENSMUSG00000106694.1,9,46,14,40
15597,ENSMUSG00000034040.16,928,1444,1608,2106
15598,ENSMUSG00000107207.1,0,1,0,0
15599,ENSMUSG00000107295.1,0,0,0,0
15600,ENSMUSG00000106729.1,0,4,1,0
15601,ENSMUSG00000106710.1,0,0,1,0
15602,ENSMUSG00000105387.1,3,1,4,11
15603,ENSMUSG00000029673.17,6172,7496,14351,17784
15604,ENSMUSG00000099255.1,0,0,0,0
15605,ENSMUSG00000105470.1,0,0,1,2
15606,ENSMUSG00000105584.1,0,1,2,1
15607,ENSMUSG00000104987.1,0,0,0,1
15608,ENSMUSG00000105500.1,0,1,0,0
15609,ENSMUSG00000105289.1,1,1,3,2
15610,ENSMUSG00000105726.1,2,2,3,1
15611,ENSMUSG00000106557.1,0,0,2,0
15612,ENSMUSG00000105773.1,0,0,0,0
15613,ENSMUSG00000106570.1,1,0,3,1
15614,ENSMUSG00000106516.1,1,0,0,1
15615,ENSMUSG00000105720.1,1,2,2,2
15616,ENSMUSG00000106395.1,0,3,1,0
15617,ENSMUSG00000106356.1,0,0,0,0
15618,ENSMUSG00000106386.1,0,0,2,3
15619,ENSMUSG00000106320.1,3,1,3,1
15620,ENSMUSG00000104936.1,1,0,1,1
15621,ENSMUSG00000105985.1,4,5,17,6
15622,ENSMUSG00000105495.1,0,0,0,2
15623,ENSMUSG00000106045.1,0,0,2,0
15624,ENSMUSG00000104994.1,0,0,2,2
15625,ENSMUSG00000106049.1,0,0,3,0
15626,ENSMUSG00000106450.1,0,1,0,1
15627,ENSMUSG00000105624.1,3,1,5,3
15628,ENSMUSG00000106384.1,0,2,1,1
15629,ENSMUSG00000105598.1,0,0,1,0
15630,ENSMUSG00000100420.1,3,1,12,9
15631,ENSMUSG00000105809.1,0,1,2,3
15632,ENSMUSG00000103500.1,0,0,0,0
15633,ENSMUSG00000088123.1,0,0,0,0
15634,ENSMUSG00000106097.1,0,0,0,0
15635,ENSMUSG00000058905.5,8,8,19,10
15636,ENSMUSG00000106172.1,0,0,0,0
15637,ENSMUSG00000105227.1,0,0,0,0
15638,ENSMUSG00000106067.1,6,7,6,24
15639,ENSMUSG00000104893.1,0,0,0,1
15640,ENSMUSG00000106800.1,0,0,0,0
15641,ENSMUSG00000087344.1,7,6,6,13
15642,ENSMUSG00000015944.9,4411,4895,5974,7311
15643,ENSMUSG00000061979.8,482,606,777,916
15644,ENSMUSG00000104195.1,2,3,13,17
15645,ENSMUSG00000015942.9,825,926,1077,1507
15646,ENSMUSG00000084729.1,14,7,12,23
15647,ENSMUSG00000015950.13,44,93,232,146
15648,ENSMUSG00000060261.15,8493,9115,15437,16747
15649,ENSMUSG00000107000.1,288,290,602,486
15650,ENSMUSG00000107076.1,3,1,3,2
15651,ENSMUSG00000093311.1,0,0,0,0
15652,ENSMUSG00000023079.14,1876,1918,3488,3969
15653,ENSMUSG00000077437.1,0,0,1,0
15654,ENSMUSG00000076320.1,0,1,0,0
15655,ENSMUSG00000106969.1,0,0,0,0
15656,ENSMUSG00000072576.5,13,13,18,25
15657,ENSMUSG00000106802.1,7,7,9,6
15658,ENSMUSG00000063146.11,8948,10239,9262,13924
15659,ENSMUSG00000106691.1,66,69,53,99
15660,ENSMUSG00000107090.1,0,2,0,1
15661,ENSMUSG00000085957.4,96,108,111,147
15662,ENSMUSG00000106323.1,0,0,0,0
15663,ENSMUSG00000023104.9,1417,1519,2588,2648
15664,ENSMUSG00000040751.12,82,64,149,142
15665,ENSMUSG00000040731.13,7870,8885,14038,16271
15666,ENSMUSG00000029674.13,2877,2900,4144,5442
15667,ENSMUSG00000072573.2,1,5,3,1
15668,ENSMUSG00000029675.12,360,884,567,806
15669,ENSMUSG00000107318.1,6,9,2,10
15670,ENSMUSG00000040576.8,0,0,0,1
15671,ENSMUSG00000008843.4,0,0,0,0
15672,ENSMUSG00000107322.1,1,0,0,0
15673,ENSMUSG00000107005.1,1,0,0,2
15674,ENSMUSG00000040557.14,141,127,300,298
15675,ENSMUSG00000047501.3,0,0,1,1
15676,ENSMUSG00000070473.4,253,242,367,463
15677,ENSMUSG00000054909.11,3,5,10,22
15678,ENSMUSG00000084392.1,1,0,1,0
15679,ENSMUSG00000107335.1,4,1,6,7
15680,ENSMUSG00000040532.14,614,691,748,1126
15681,ENSMUSG00000085042.7,48,43,34,65
15682,ENSMUSG00000007207.10,2376,3278,2057,3379
15683,ENSMUSG00000005378.17,770,859,1240,1315
15684,ENSMUSG00000088008.1,24,18,23,26
15685,ENSMUSG00000061118.8,269,299,393,533
15686,ENSMUSG00000043614.13,1113,1194,1473,1917
15687,ENSMUSG00000005373.13,19,13,36,40
15688,ENSMUSG00000107296.1,0,0,0,1
15689,ENSMUSG00000005374.13,1041,1190,1783,1693
15690,ENSMUSG00000029681.12,551,590,980,1183
15691,ENSMUSG00000002748.7,8293,8297,15442,15828
15692,ENSMUSG00000080473.1,0,0,0,0
15693,ENSMUSG00000049551.2,265,336,244,440
15694,ENSMUSG00000106913.1,0,0,0,1
15695,ENSMUSG00000040013.11,0,3,0,0
15696,ENSMUSG00000053388.10,0,0,0,0
15697,ENSMUSG00000000916.15,596,605,845,977
15698,ENSMUSG00000053293.9,2226,2287,3992,4351
15699,ENSMUSG00000099212.1,0,0,0,0
15700,ENSMUSG00000039959.12,4269,5318,5991,7227
15701,ENSMUSG00000106758.1,0,0,3,1
15702,ENSMUSG00000070464.1,0,0,0,0
15703,ENSMUSG00000004814.10,1,14,4,4
15704,ENSMUSG00000107029.1,0,0,1,0
15705,ENSMUSG00000039917.10,758,1146,1461,1552
15706,ENSMUSG00000082001.3,0,0,0,0
15707,ENSMUSG00000094372.1,0,0,0,0
15708,ENSMUSG00000105239.1,2,0,2,0
15709,ENSMUSG00000005514.14,2091,2399,2850,3630
15710,ENSMUSG00000080972.1,3,3,8,9
15711,ENSMUSG00000039886.8,1001,1218,1184,1921
15712,ENSMUSG00000099197.1,0,0,0,0
15713,ENSMUSG00000019178.17,1,2,1,4
15714,ENSMUSG00000019179.10,5698,6505,9225,11858
15715,ENSMUSG00000039860.19,1846,1794,2157,2746
15716,ENSMUSG00000094486.1,0,1,2,0
15717,ENSMUSG00000085026.1,12,13,10,21
15718,ENSMUSG00000095502.1,0,1,1,1
15719,ENSMUSG00000004951.10,14,42,29,48
15720,ENSMUSG00000105047.1,1,2,4,38
15721,ENSMUSG00000051391.9,32954,41527,41073,59157
15722,ENSMUSG00000029699.13,25,36,19,35
15723,ENSMUSG00000004948.12,0,0,1,1
15724,ENSMUSG00000004947.15,540,612,816,844
15725,ENSMUSG00000042985.7,0,1,1,0
15726,ENSMUSG00000006143.12,0,0,1,0
15727,ENSMUSG00000004952.13,109,118,204,209
15728,ENSMUSG00000088188.1,0,0,0,0
15729,ENSMUSG00000086656.1,0,0,1,0
15730,ENSMUSG00000099003.1,0,0,0,0
15731,ENSMUSG00000039771.13,660,746,1134,1359
15732,ENSMUSG00000105349.1,26,19,24,39
15733,ENSMUSG00000029703.10,815,857,1405,1494
15734,ENSMUSG00000039754.10,198,289,304,344
15735,ENSMUSG00000039747.11,1958,1690,2818,4079
15736,ENSMUSG00000039737.11,732,822,1114,1318
15737,ENSMUSG00000106243.1,0,2,7,2
15738,ENSMUSG00000005057.13,1787,1733,2072,2918
15739,ENSMUSG00000029705.17,7539,7469,13733,16320
15740,ENSMUSG00000086220.1,1,1,2,1
15741,ENSMUSG00000102415.1,7,10,10,11
15742,ENSMUSG00000106479.1,0,0,0,1
15743,ENSMUSG00000104369.1,7,1,10,7
15744,ENSMUSG00000005474.9,0,0,0,1
15745,ENSMUSG00000004415.15,106,1063,118,259
15746,ENSMUSG00000092402.1,0,0,0,0
15747,ENSMUSG00000104707.1,0,2,4,2
15748,ENSMUSG00000007987.12,704,815,1031,1358
15749,ENSMUSG00000097908.7,650,909,970,1144
15750,ENSMUSG00000019054.13,1682,2048,2927,3351
15751,ENSMUSG00000001739.14,26,33,20,20
15752,ENSMUSG00000059518.14,573,594,847,1349
15753,ENSMUSG00000004846.10,1890,2063,2459,2718
15754,ENSMUSG00000076240.1,0,0,0,0
15755,ENSMUSG00000087244.1,0,0,0,1
15756,ENSMUSG00000098131.1,0,0,0,0
15757,ENSMUSG00000037428.14,65,162,143,429
15758,ENSMUSG00000004849.14,1774,2305,2753,3730
15759,ENSMUSG00000037411.10,12,18,77,37
15760,ENSMUSG00000043279.9,206,410,623,410
15761,ENSMUSG00000037390.12,0,0,0,0
15762,ENSMUSG00000079174.3,0,0,0,0
15763,ENSMUSG00000106466.1,0,0,1,2
15764,ENSMUSG00000106190.1,26,43,43,59
15765,ENSMUSG00000094840.5,1,3,2,2
15766,ENSMUSG00000105736.1,0,0,0,2
15767,ENSMUSG00000023328.14,234,321,183,366
15768,ENSMUSG00000099145.1,6,4,4,6
15769,ENSMUSG00000051502.6,63,66,85,115
15770,ENSMUSG00000037364.11,5281,5546,8992,8505
15771,ENSMUSG00000098624.1,0,0,0,0
15772,ENSMUSG00000106058.1,0,1,2,0
15773,ENSMUSG00000023348.11,249,357,570,383
15774,ENSMUSG00000037344.13,746,873,1094,1314
15775,ENSMUSG00000105802.1,55,65,37,59
15776,ENSMUSG00000029710.15,286,610,758,579
15777,ENSMUSG00000079173.11,5,10,4,7
15778,ENSMUSG00000106476.1,0,0,0,0
15779,ENSMUSG00000029711.13,0,0,0,0
15780,ENSMUSG00000029715.5,334,454,572,806
15781,ENSMUSG00000105851.1,15,10,19,24
15782,ENSMUSG00000106237.1,121,118,194,166
15783,ENSMUSG00000029714.11,3406,3082,4809,4936
15784,ENSMUSG00000029713.15,8990,10536,12693,17901
15785,ENSMUSG00000098597.1,0,0,0,0
15786,ENSMUSG00000090873.1,79,80,90,142
15787,ENSMUSG00000029712.14,4348,4480,4776,7099
15788,ENSMUSG00000029716.13,86,117,97,121
15789,ENSMUSG00000037221.13,759,805,991,1271
15790,ENSMUSG00000105408.1,14,16,23,21
15791,ENSMUSG00000029718.14,43,364,63,95
15792,ENSMUSG00000089984.7,13,12,13,20
15793,ENSMUSG00000106617.1,7,16,27,12
15794,ENSMUSG00000081228.1,3,3,1,6
