,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
39957,ENSMUSG00000022821.13,1,6,4,3
39958,ENSMUSG00000022820.3,244,323,451,557
39959,ENSMUSG00000022816.11,1373,4384,3371,3087
39960,ENSMUSG00000108763.1,4,5,5,9
39961,ENSMUSG00000084602.1,0,0,0,0
39962,ENSMUSG00000034158.9,1862,2218,4671,3975
39963,ENSMUSG00000083405.1,0,0,0,0
39964,ENSMUSG00000046961.7,158,254,531,347
39965,ENSMUSG00000065188.1,0,0,0,0
39966,ENSMUSG00000022812.13,9549,10494,15849,17710
39967,ENSMUSG00000105863.1,0,0,0,0
39968,ENSMUSG00000095395.2,0,0,0,0
39969,ENSMUSG00000098908.1,0,1,0,0
39970,ENSMUSG00000022809.4,0,0,0,1
39971,ENSMUSG00000022805.16,3,17,6,3
39972,ENSMUSG00000087568.1,0,0,0,0
39973,ENSMUSG00000046516.10,226,247,372,394
39974,ENSMUSG00000095464.1,0,0,0,2
39975,ENSMUSG00000022803.12,7,9,8,13
39976,ENSMUSG00000002847.6,9,9,6,19
39977,ENSMUSG00000002844.8,1846,2294,2763,3466
39978,ENSMUSG00000097576.1,24,23,46,32
39979,ENSMUSG00000075122.4,7,11,10,23
39980,ENSMUSG00000002846.9,625,788,1187,1440
39981,ENSMUSG00000081605.1,13,8,13,14
39982,ENSMUSG00000034064.14,1530,1714,2917,3062
39983,ENSMUSG00000002845.14,416,438,819,713
39984,ENSMUSG00000091238.1,2,4,8,8
39985,ENSMUSG00000022799.4,565,1014,763,1087
39986,ENSMUSG00000081651.1,1,2,6,3
39987,ENSMUSG00000022793.16,376,727,688,943
39988,ENSMUSG00000083183.1,3,6,4,2
39989,ENSMUSG00000049436.4,8,14,2,0
39990,ENSMUSG00000022798.7,5,0,0,0
39991,ENSMUSG00000081444.1,69,0,0,0
39992,ENSMUSG00000086175.2,11,0,6,1
39993,ENSMUSG00000022790.14,91,167,476,221
39994,ENSMUSG00000089607.1,0,0,1,0
39995,ENSMUSG00000095894.1,0,0,0,0
39996,ENSMUSG00000098070.1,0,0,0,0
39997,ENSMUSG00000061080.11,5231,7997,3215,7273
39998,ENSMUSG00000102456.1,0,0,0,0
39999,ENSMUSG00000077535.1,0,0,0,0
40000,ENSMUSG00000102417.1,0,0,0,0
40001,ENSMUSG00000098472.1,0,0,0,0
40002,ENSMUSG00000099168.1,0,0,0,0
40003,ENSMUSG00000092636.1,0,0,0,0
40004,ENSMUSG00000104844.1,0,0,0,0
40005,ENSMUSG00000098665.1,0,0,0,0
40006,ENSMUSG00000101463.1,0,0,0,0
40007,ENSMUSG00000047261.9,11011,19233,10425,20660
40008,ENSMUSG00000098300.1,0,0,0,0
40009,ENSMUSG00000075070.6,0,0,1,0
40010,ENSMUSG00000022708.16,2069,3643,7842,5224
40011,ENSMUSG00000081824.5,12,16,19,34
40012,ENSMUSG00000094605.1,0,0,0,0
40013,ENSMUSG00000083827.1,0,0,0,0
40014,ENSMUSG00000102967.1,0,0,0,1
40015,ENSMUSG00000082570.1,0,1,3,1
40016,ENSMUSG00000055370.3,0,1,2,4
40017,ENSMUSG00000085499.1,0,0,0,0
40018,ENSMUSG00000076372.2,0,0,0,0
40019,ENSMUSG00000071552.4,0,0,0,0
40020,ENSMUSG00000022705.4,6,7,6,6
40021,ENSMUSG00000093134.1,0,0,0,0
40022,ENSMUSG00000077251.1,0,0,0,0
40023,ENSMUSG00000022704.15,859,945,1382,1457
40024,ENSMUSG00000096684.1,0,0,0,0
40025,ENSMUSG00000022701.17,145,181,389,326
40026,ENSMUSG00000036304.13,202,228,150,265
40027,ENSMUSG00000036292.13,38,40,112,57
40028,ENSMUSG00000093912.1,0,0,1,0
40029,ENSMUSG00000052459.13,4491,5927,6868,9696
40030,ENSMUSG00000022698.17,2097,2578,4685,4387
40031,ENSMUSG00000068284.14,3115,3165,5406,5587
40032,ENSMUSG00000022696.17,32,341,6,25
40033,ENSMUSG00000097344.1,0,0,0,0
40034,ENSMUSG00000043065.12,557,574,869,869
40035,ENSMUSG00000071550.13,30,77,32,32
40036,ENSMUSG00000022687.11,1021,785,2505,2077
40037,ENSMUSG00000093046.1,0,0,1,1
40038,ENSMUSG00000036208.13,216,221,697,519
40039,ENSMUSG00000022668.10,788,863,1434,1656
40040,ENSMUSG00000022667.17,0,11,4,3
40041,ENSMUSG00000062082.16,0,0,0,0
40042,ENSMUSG00000090176.1,0,0,0,0
40043,ENSMUSG00000036172.17,0,0,1,0
40044,ENSMUSG00000022665.14,463,825,1461,547
40045,ENSMUSG00000022664.11,950,1159,1562,2164
40046,ENSMUSG00000022663.3,982,1178,1774,2013
40047,ENSMUSG00000062284.4,42,51,103,97
40048,ENSMUSG00000052013.14,1,0,5,3
40049,ENSMUSG00000022661.14,4525,6007,5085,8855
40050,ENSMUSG00000080715.1,1,0,4,8
40051,ENSMUSG00000053182.10,4,2,6,2
40052,ENSMUSG00000081303.2,2,4,9,0
40053,ENSMUSG00000089630.1,1,2,4,2
40054,ENSMUSG00000033210.16,0,0,0,0
40055,ENSMUSG00000022659.13,2,0,1,1
40056,ENSMUSG00000033187.7,2,6,13,10
40057,ENSMUSG00000033177.13,89,79,190,118
40058,ENSMUSG00000022658.10,4368,4543,7737,10451
40059,ENSMUSG00000033157.16,516,526,917,952
40060,ENSMUSG00000086237.1,15,10,10,14
40061,ENSMUSG00000033149.16,374,779,868,832
40062,ENSMUSG00000085781.1,0,0,1,0
40063,ENSMUSG00000085826.1,15,4,62,26
40064,ENSMUSG00000087141.1,1949,2355,3305,4428
40065,ENSMUSG00000095243.1,0,0,0,0
40066,ENSMUSG00000022657.9,2,0,0,0
40067,ENSMUSG00000048087.5,238,310,556,575
40068,ENSMUSG00000095796.1,0,0,0,0
40069,ENSMUSG00000022656.15,1775,1515,3081,2811
40070,ENSMUSG00000081624.1,0,0,0,0
40071,ENSMUSG00000087732.1,0,0,0,0
40072,ENSMUSG00000084503.1,2,0,2,0
40073,ENSMUSG00000088083.1,0,0,0,0
40074,ENSMUSG00000067716.2,0,0,0,0
40075,ENSMUSG00000048164.8,4,10,14,6
40076,ENSMUSG00000058550.14,0,0,0,0
40077,ENSMUSG00000072419.4,0,0,0,0
40078,ENSMUSG00000064932.1,0,0,0,0
40079,ENSMUSG00000022652.6,4,2,0,3
40080,ENSMUSG00000030775.9,0,0,3,7
40081,ENSMUSG00000022650.6,0,0,0,1
40082,ENSMUSG00000061100.3,0,0,2,0
40083,ENSMUSG00000022651.5,5,7,1,3
40084,ENSMUSG00000064061.13,4140,4612,8259,9544
40085,ENSMUSG00000065667.1,2,2,0,1
40086,ENSMUSG00000033031.13,442,398,2071,1229
40087,ENSMUSG00000092009.1,2,9,17,11
40088,ENSMUSG00000073976.10,0,0,0,0
40089,ENSMUSG00000058176.2,0,0,0,0
40090,ENSMUSG00000097959.1,0,0,0,0
40091,ENSMUSG00000032965.10,601,674,891,1112
40092,ENSMUSG00000087066.1,7,4,18,12
40093,ENSMUSG00000097465.1,0,1,0,0
40094,ENSMUSG00000055447.18,3540,3032,5707,6483
40095,ENSMUSG00000098028.1,0,0,0,0
40096,ENSMUSG00000022641.15,757,857,2567,1552
40097,ENSMUSG00000097694.7,1,1,1,3
40098,ENSMUSG00000050685.4,0,0,0,0
40099,ENSMUSG00000083692.1,14,31,41,39
40100,ENSMUSG00000022639.14,253,489,637,936
40101,ENSMUSG00000098482.1,0,0,0,0
40102,ENSMUSG00000092276.2,0,0,2,1
40103,ENSMUSG00000094301.1,0,0,0,0
40104,ENSMUSG00000081453.1,95,124,189,216
40105,ENSMUSG00000022637.10,3027,3220,6467,6987
40106,ENSMUSG00000095977.1,0,0,1,0
40107,ENSMUSG00000022636.13,1734,6570,4079,4545
40108,ENSMUSG00000077718.1,0,0,0,0
40109,ENSMUSG00000064511.1,0,0,0,0
40110,ENSMUSG00000080508.1,0,0,0,0
40111,ENSMUSG00000064727.1,0,0,0,0
40112,ENSMUSG00000089311.1,0,0,0,0
40113,ENSMUSG00000064549.1,0,0,0,0
40114,ENSMUSG00000064310.10,1,7,9,3
40115,ENSMUSG00000093292.1,0,0,0,0
40116,ENSMUSG00000094020.1,0,0,0,0
40117,ENSMUSG00000088450.1,0,0,0,0
40118,ENSMUSG00000035356.16,59,95,231,129
40119,ENSMUSG00000075033.3,482,507,603,809
40120,ENSMUSG00000022604.18,1245,953,2868,2866
40121,ENSMUSG00000098274.7,45,56,104,109
40122,ENSMUSG00000098371.1,0,0,0,0
40123,ENSMUSG00000102101.1,27,28,51,50
40124,ENSMUSG00000022601.11,954,1082,1279,1870
40125,ENSMUSG00000071533.11,1555,1505,3272,3398
40126,ENSMUSG00000044763.8,546,586,1093,1263
40127,ENSMUSG00000064994.1,0,1,3,1
40128,ENSMUSG00000052917.14,2670,2776,4261,4699
40129,ENSMUSG00000076360.1,0,0,0,0
40130,ENSMUSG00000035270.15,54,54,88,121
40131,ENSMUSG00000035258.14,6,24,14,17
40132,ENSMUSG00000022757.18,2000,2264,3452,4177
40133,ENSMUSG00000022755.4,0,0,0,0
40134,ENSMUSG00000082485.1,0,0,0,0
40135,ENSMUSG00000022754.5,17,35,24,32
40136,ENSMUSG00000084999.2,1,0,1,1
40137,ENSMUSG00000083467.1,0,0,0,0
40138,ENSMUSG00000109588.1,4,4,3,5
40139,ENSMUSG00000046748.7,1,4,0,1
40140,ENSMUSG00000022752.8,4722,6377,7669,9892
40141,ENSMUSG00000022751.8,359,689,487,522
40142,ENSMUSG00000097876.1,98,69,137,174
40143,ENSMUSG00000022749.6,1788,2098,2923,3512
40144,ENSMUSG00000022753.15,58,54,58,84
40145,ENSMUSG00000097896.1,1,2,1,2
40146,ENSMUSG00000022748.7,209,278,416,426
40147,ENSMUSG00000043336.14,69,75,134,161
40148,ENSMUSG00000068196.4,10,55,3,9
40149,ENSMUSG00000095926.1,0,0,0,0
40150,ENSMUSG00000104285.1,0,0,0,0
40151,ENSMUSG00000104456.1,0,0,0,0
40152,ENSMUSG00000086827.1,1,2,2,1
40153,ENSMUSG00000035107.13,1040,1490,1772,1944
40154,ENSMUSG00000022747.16,37,126,81,131
40155,ENSMUSG00000075002.1,0,0,0,0
40156,ENSMUSG00000055789.7,0,0,0,0
40157,ENSMUSG00000022742.5,350,391,522,709
40158,ENSMUSG00000047293.6,2,2,4,9
40159,ENSMUSG00000022744.12,1155,1624,1916,2388
40160,ENSMUSG00000099074.1,0,0,0,0
40161,ENSMUSG00000077595.1,0,0,0,0
40162,ENSMUSG00000071510.2,0,0,0,0
40163,ENSMUSG00000049362.5,0,0,0,0
40164,ENSMUSG00000060663.4,0,0,0,0
40165,ENSMUSG00000063137.3,0,0,0,0
40166,ENSMUSG00000044029.4,0,0,0,0
40167,ENSMUSG00000090629.2,0,0,0,0
40168,ENSMUSG00000090951.2,0,0,0,0
40169,ENSMUSG00000108535.1,0,0,0,0
40170,ENSMUSG00000062105.3,0,0,0,0
40171,ENSMUSG00000108537.1,0,0,0,0
40172,ENSMUSG00000108451.1,0,0,0,0
40173,ENSMUSG00000047960.3,0,0,0,0
40174,ENSMUSG00000043357.3,0,0,0,0
40175,ENSMUSG00000108662.1,0,0,0,0
40176,ENSMUSG00000108565.1,0,0,0,0
40177,ENSMUSG00000064006.4,0,0,0,0
40178,ENSMUSG00000094539.2,0,0,0,0
40179,ENSMUSG00000059041.3,0,0,0,0
40180,ENSMUSG00000108464.1,0,0,0,0
40181,ENSMUSG00000060057.3,0,0,0,0
40182,ENSMUSG00000063020.1,0,0,0,0
40183,ENSMUSG00000062608.3,0,0,0,0
40184,ENSMUSG00000096695.2,0,0,0,0
40185,ENSMUSG00000109020.1,0,0,0,0
40186,ENSMUSG00000061501.1,0,0,0,0
40187,ENSMUSG00000052537.3,0,0,0,0
